ClientID,Location,Grade,Variety,Intention Tonnage,Delivered,Balance,,Marketing Pool
459,Micheldever Store,BEANS SPRING,Fanfare,390.00,266.46,123.54,,SS Long Pool
411,,FEED WHEAT,,0.00,29.37,-29.37,,
434,Micheldever Store,GROUP 1 WINTER,Skyfall,880.00,292.90,587.10,,SS Long Pool
434,Shrewton Store,MALTING BARLEY SP,Propino,350.00,377.04,-27.04,,SS Long Pool
434,Micheldever Store,FEED WHEAT,Triticali/Purdy,70.00,59.42,10.58,,SS Long Pool
434,Micheldever Store,MALTING BARLEY SP,Propino,100.00,325.32,-225.32,,SS Long Pool
464,Micheldever Store,GROUP 1 WINTER,Crusoe,240.00,226.10,13.90,,SS Long Pool
464,Micheldever Store,MALTING BARLEY SP,Propino,300.00,285.40,14.60,,SS Long Pool
464,,FEED WHEAT,,0.00,25.70,-25.70,,
430,Micheldever Store,GROUP 1 WINTER,Crusoe,50.00,0.00,50.00,,SS Long Pool
430,Micheldever Store,MALTING BARLEY SP,Propino,550.00,496.10,53.90,,SS Long Pool
508,Micheldever Store,GROUP 1 WINTER,Crusoe,357.00,363.44,-6.44,,SS Long Pool
508,Micheldever Store,BEANS SPRING,Fury,81.00,65.72,15.28,,SS Long Pool
508,Micheldever Store,OILSEED RAPE,Mxd OSR,105.00,36.66,68.34,,SS Double Use
467,Micheldever Store,FEED BARLEY,California,150.00,116.82,33.18,,SS Long Pool
467,,FEED BARLEY,,0.00,16.06,-16.06,,
422,Micheldever Store,GROUP 4 HARD,Costello,100.00,59.14,40.86,,SS Long Pool
413,Micheldever Store,MALTING BARLEY W,Venture,510.00,583.14,-73.14,,Members Choice
458,Micheldever Store,GROUP 1 WINTER,Crusoe,210.00,182.56,27.44,,SS Long Pool
458,Micheldever Store,MALTING BARLEY SP,Irina,135.00,61.06,73.94,,SS Long Pool
458,Micheldever Store,OILSEED RAPE,Mxd OSR,105.00,76.66,28.34,,SS Long Pool
448,Micheldever Store,GROUP 4 HARD,Dickens,120.00,85.86,34.14,,SS Long Pool
448,Micheldever Store,MALTING BARLEY SP,Westminster,80.00,0.00,80.00,,SS Long Pool
448,Micheldever Store,BEANS WINTER,Tundra,20.00,0.00,20.00,,SS Long Pool
463,Micheldever Store,GROUP 3 SOFT,Basset,460.00,439.48,20.52,,SS Long Pool
463,Micheldever Store,MALTING BARLEY SP,Planet,415.00,430.66,-15.66,,SS Long Pool
463,Micheldever Store,OILSEED RAPE,Mxd OSR,55.00,47.62,7.38,,SS Long Pool
463,Micheldever Store,BEANS SPRING,Lynx,120.00,73.62,46.38,,SS Long Pool
506,Micheldever Store,FEED BARLEY,Bazooka,87.00,0.00,87.00,,SS Long Pool
473,Micheldever Store,GROUP 4 HARD,Kerrin,660.00,0.00,660.00,,SS Long Pool
473,Micheldever Store,OATS WINTER,Mascani,0.00,517.64,-517.64,,Members Choice
473,,FEED WHEAT,,0.00,635.99,-635.99,,
436,Micheldever Store,GROUP 1 WINTER,Crusoe,350.00,375.12,-25.12,,SS Long Pool
436,Micheldever Store,GROUP 4 HARD,Relay,230.00,227.52,2.48,,SS Long Pool
436,Micheldever Store,MALTING BARLEY SP,Propino,110.00,0.00,110.00,,SS Long Pool
436,Micheldever Store,OATS SPRING,Aspen,45.00,0.00,45.00,,SS Long Pool
436,Micheldever Store,OILSEED RAPE,Mxd OSR,30.00,43.82,-13.82,,SS Long Pool
436,Micheldever Store,BEANS WINTER,Tundra,90.00,71.30,18.70,,SS Long Pool
436,Micheldever Store,BEANS SPRING,Vertigo,25.00,57.42,-32.42,,SS Long Pool
436,Micheldever Store,GROUP 1 WINTER,Crusoe,100.00,0.00,100.00,,Members Choice
436,Micheldever Store,FEED BARLEY,Orwell,30.00,29.44,0.56,,SS Long Pool
436,Micheldever Store,MALTING BARLEY SP,Planet,0.00,147.26,-147.26,,SS Double Use
443,Micheldever Store,GROUP 1 WINTER,Crusoe,575.00,489.60,85.40,,SS Long Pool
443,Micheldever Store,GROUP 1 WINTER,Zyatt,200.00,175.32,24.68,,SS Long Pool
443,Micheldever Store,GROUP 2 WINTER,Lili,500.00,578.78,-78.78,,SS Long Pool
443,Micheldever Store,OATS SPRING,Canyon,130.00,112.26,17.74,,SS Long Pool
443,Micheldever Store,FEED BARLEY,Belfry,150.00,191.40,-41.40,,SS Long Pool
443,Micheldever Store,OILSEED RAPE,Mxd OSR,0.00,0.00,0.00,,SS Long Pool
443,Micheldever Store,BEANS WINTER,Wizard,100.00,102.26,-2.26,,SS Long Pool
443,Micheldever Store,Linseed,Mxd Linseed,50.00,20.58,29.42,,Members Choice
503,Micheldever Store,GROUP 1 WINTER,Crusoe,310.00,262.40,47.60,,SS Long Pool
503,Micheldever Store,MALTING BARLEY SP,Planet,480.00,245.06,234.94,,SS Long Pool
503,Micheldever Store,BEANS SPRING,Fuego,70.00,36.78,33.22,,SS Long Pool
503,,GROUP 2 SPRING,,0.00,39.06,-39.06,,
503,,Linseed,,0.00,20.26,-20.26,,
489,Micheldever Store,GROUP 3 SOFT,Basset,300.00,146.34,153.66,,SS Long Pool
489,Micheldever Store,GROUP 3 SOFT,Scout,320.00,315.88,4.12,,SS Long Pool
489,Micheldever Store,MALTING BARLEY SP,Planet,70.00,0.00,70.00,,SS Long Pool
489,Micheldever Store,MALTING BARLEY SP,Tipple,100.00,115.64,-15.64,,SS Long Pool
489,Micheldever Store,OILSEED RAPE,Mxd OSR,80.00,68.92,11.08,,SS Long Pool
489,Micheldever Store,BEANS WINTER,Wizard,30.00,20.54,9.46,,SS Long Pool
460,Micheldever Store,GROUP 1 WINTER,Crusoe,500.00,0.00,500.00,,Members Choice
460,Membury Store,FEED BARLEY,Mxd Feed Barley,"1,000.00","1,160.94",-160.94,,Members Choice
460,Micheldever Store,GROUP 1 WINTER,Zyatt,350.00,57.72,292.28,,SS Long Pool
460,Micheldever Store,GROUP 1 WINTER,Skyfall,875.00,89.52,785.48,,SS Long Pool
460,Micheldever Store,GROUP 1 WINTER,Crusoe,400.00,88.40,311.60,,SS Long Pool
460,Micheldever Store,FEED BARLEY,Mxd Feed Barley,395.00,381.86,13.14,,SS Long Pool
460,Micheldever Store,OILSEED RAPE,Mxd OSR,585.00,582.48,2.52,,SS Long Pool
460,Membury Store,GROUP 1 WINTER,Zyatt,0.00,235.38,-235.38,,SS Long Pool
460,Membury Store,GROUP 1 WINTER,Crusoe,500.00,763.86,-263.86,,Members Choice
460,Membury Store,GROUP 1 WINTER,Skyfall,0.00,0.00,0.00,,SS Long Pool
460,Membury Store,FEED BARLEY,Mxd Feed Barley,500.00,322.84,177.16,,SS Long Pool
460,,BEANS SPRING,,0.00,3.20,-3.20,,
460,,OATS SPRING,,0.00,112.14,-112.14,,
460,,FEED WHEAT,,0.00,233.32,-233.32,,
460,,OILSEED RAPE,,0.00,55.72,-55.72,,
460,,MXD HARD,,0.00,781.14,-781.14,,
445,Micheldever Store,GROUP 1 WINTER,Skyfall,120.00,29.40,90.60,,SS Long Pool
445,Micheldever Store,MALTING BARLEY SP,Propino,160.00,168.76,-8.76,,SS Long Pool
445,Micheldever Store,BEANS SPRING,Fury,30.00,0.00,30.00,,SS Long Pool
445,Micheldever Store,GROUP 1 WINTER,Crusoe,90.00,621.00,-531.00,,SS Long Pool
483,Micheldever Store,GROUP 1 WINTER,Crusoe,110.00,58.84,51.16,,SS Long Pool
483,Micheldever Store,GROUP 1 WINTER,Skyfall,570.00,517.62,52.38,,SS Long Pool
451,Micheldever Store,GROUP 1 WINTER,Skyfall,324.00,316.62,7.38,,SS Long Pool
451,Micheldever Store,GROUP 1 WINTER,Crusoe,316.00,264.96,51.04,,SS Long Pool
451,Micheldever Store,BEANS SPRING,Fury,164.00,129.58,34.42,,SS Long Pool
420,Micheldever Store,GROUP 3 SOFT,Basset,170.00,182.19,-12.19,,SS Long Pool
420,Micheldever Store,MALTING BARLEY SP,Propino,470.00,364.08,105.92,,SS Long Pool
420,Micheldever Store,FEED BARLEY,Bazooka,5.00,2.48,2.52,,SS Long Pool
420,Micheldever Store,GROUP 3 SOFT,Basset,20.00,59.06,-39.06,,SS Long Pool
482,Micheldever Store,GROUP 4 HARD,Costello,545.00,499.88,45.12,,SS Long Pool
482,Micheldever Store,GROUP 4 HARD,Graham,710.00,581.78,128.22,,SS Long Pool
482,Shrewton Store,MALTING BARLEY SP,Planet,545.00,538.42,6.58,,SS Long Pool
482,Shrewton Store,MALTING BARLEY SP,Propino,295.00,302.54,-7.54,,SS Long Pool
482,Micheldever Store,OILSEED RAPE,Mxd OSR,435.00,446.10,-11.10,,SS Long Pool
480,Micheldever Store,GROUP 2 WINTER,Lili,310.00,254.20,55.80,,SS Long Pool
480,Micheldever Store,GROUP 4 HARD,Shabras,350.00,306.50,43.50,,SS Long Pool
480,Micheldever Store,MALTING BARLEY SP,Propino,340.00,235.06,104.94,,SS Long Pool
480,,FEED BARLEY,,0.00,13.18,-13.18,,
480,,GROUP 4 HARD,,0.00,9.50,-9.50,,
450,Micheldever Store,GROUP 4 HARD,Evolution,250.00,145.16,104.84,,SS Long Pool
497,Micheldever Store,GROUP 2 WINTER,Siskin,100.00,0.00,100.00,,SS Long Pool
497,,GROUP 2 SPRING,,0.00,124.40,-124.40,,
428,Micheldever Store,OILSEED RAPE,Mxd OSR,140.00,88.56,51.44,,SS Long Pool
428,Micheldever Store,MALTING BARLEY SP,Planet,58.00,29.34,28.66,,SS Long Pool
474,Micheldever Store,MALTING BARLEY SP,Planet,150.00,115.98,34.02,,SS Long Pool
474,,MALTING BARLEY SP,,0.00,19.20,-19.20,,
461,Micheldever Store,GROUP 3 SOFT,Basset,510.00,460.34,49.66,,SS Long Pool
461,Micheldever Store,GROUP 4 HARD,Costello,300.00,338.82,-38.82,,SS Long Pool
461,Micheldever Store,MALTING BARLEY SP,Propino,440.00,131.50,308.50,,SS Long Pool
461,Micheldever Store,OILSEED RAPE,Mxd OSR,180.00,182.62,-2.62,,SS Long Pool
477,Micheldever Store,GROUP 4 HARD,Santiago,667.00,57.94,609.06,,SS Long Pool
477,Shrewton Store,MALTING BARLEY SP,Planet,232.00,204.04,27.96,,SS Long Pool
477,,FEED WHEAT,,0.00,638.82,-638.82,,
414,Micheldever Store,GROUP 4 HARD,Shabras,640.00,320.66,319.34,,SS Long Pool
414,Micheldever Store,GROUP 4 HARD,Kerrin,260.00,801.20,-541.20,,SS Long Pool
414,Micheldever Store,GROUP 4 HARD,Kerrin,0.00,0.00,0.00,,SS Double Use
414,Micheldever Store,FEED BARLEY,Bazooka,550.00,0.00,550.00,,SS Double Use
414,,FEED WHEAT,,0.00,203.46,-203.46,,
421,Micheldever Store,GROUP 4 HARD,Graham,116.00,107.02,8.98,,SS Long Pool
421,Micheldever Store,OATS SPRING,Aspen,100.00,98.42,1.58,,SS Long Pool
421,Micheldever Store,OILSEED RAPE,Mxd OSR,184.00,201.58,-17.58,,SS Long Pool
492,Micheldever Store,OILSEED RAPE,Mxd OSR,240.00,272.04,-32.04,,SS Long Pool
492,Micheldever Store,GROUP 4 HARD,Santiago,20.00,261.62,-241.62,,SS Long Pool
492,,FEED WHEAT,,0.00,11.40,-11.40,,
671,Micheldever Store,MALTING BARLEY SP,Propino,600.00,823.32,-223.32,,SS Long Pool
672,Micheldever Store,GROUP 4 HARD,Kerrin,450.00,507.66,-57.66,,SS Long Pool
672,Micheldever Store,MALTING BARLEY SP,Planet,950.00,728.94,221.06,,SS Long Pool
672,Micheldever Store,BEANS WINTER,Tundra,300.00,308.98,-8.98,,SS Long Pool
414,Micheldever Store,FEED BARLEY,Bazooka,0.00,461.54,-461.54,,SS Double Use
414,Micheldever Store,FEED WHEAT,Kerrin,0.00,0.00,0.00,,SS Double Use
454,Micheldever Store,GROUP 1 WINTER,Crusoe,70.00,58.70,11.30,,SS Double Use
454,Micheldever Store,GROUP 2 WINTER,Panorama,450.00,445.30,4.70,,SS Double Use
454,Micheldever Store,FEED BARLEY,Tower,170.00,157.36,12.64,,SS Double Use
454,Micheldever Store,OILSEED RAPE,Mxd OSR,100.00,58.44,41.56,,SS Double Use
454,,FEED WHEAT,,0.00,29.06,-29.06,,
435,Micheldever Store,OILSEED RAPE,Mxd OSR,87.00,70.04,16.96,,SS Double Use
435,Micheldever Store,GROUP 1 WINTER,Crusoe,116.00,230.00,-114.00,,SS Double Use
436,Micheldever Store,OILSEED RAPE,Mxd OSR,29.00,29.34,-0.34,,SS Double Use
443,Micheldever Store,FEED BARLEY,Belfry,150.00,146.20,3.80,,SS Double Use
443,Micheldever Store,OILSEED RAPE,Mxd OSR,110.00,117.28,-7.28,,SS Double Use
464,Micheldever Store,FEED WHEAT,Basset,600.00,607.54,-7.54,,SS Double Use
445,Micheldever Store,OILSEED RAPE,Mxd OSR,122.00,124.47,-2.47,,SS Double Use
451,Micheldever Store,FEED BARLEY,Bazooka,147.00,136.40,10.60,,SS Double Use
451,Micheldever Store,OILSEED RAPE,Mxd OSR,105.00,90.13,14.87,,SS Double Use
472,Micheldever Store,OILSEED RAPE,Mxd OSR,100.00,87.66,12.34,,SS Double Use
399,Micheldever Store,FEED WHEAT,Santiago,490.00,421.10,68.90,,SS Double Use
418,Micheldever Store,OILSEED RAPE,Mxd OSR,400.00,31.22,368.78,,Members Choice
418,Micheldever Store,MALTING BARLEY SP,Propino,"1,000.00","2,051.26","-1,051.26",,Members Choice
418,Micheldever Store,FEED BARLEY,Bazooka,100.00,596.42,-496.42,,Members Choice
674,Shrewton Store,MALTING BARLEY SP,Propino,"2,854.00","7,510.08","-4,656.08",,Members Choice
674,Shrewton Store,MALTING BARLEY SP,Planet,"2,496.00",296.16,"2,199.84",,Members Choice
674,Shrewton Store,MALTING BARLEY W,Venture,"2,482.00",729.30,"1,752.70",,Members Choice
674,,FEED BARLEY,,0.00,113.48,-113.48,,
674,,FEED BARLEY,,0.00,30.50,-30.50,,
544,,GROUP 2 SPRING,,0.00,0.00,0.00,,
511,Shrewton Store,FEED BARLEY,Glacier,207.00,57.18,149.82,,SS Long Pool
511,Shrewton Store,FEED BARLEY,California,43.00,174.86,-131.86,,SS Long Pool
511,Shrewton Store,MALTING BARLEY SP,Irina,85.00,0.00,85.00,,SS Long Pool
511,Shrewton Store,GROUP 1 WINTER,Skyfall,60.00,196.40,-136.40,,SS Long Pool
511,Shrewton Store,GROUP 1 WINTER,Skyfall,58.00,0.00,58.00,,SS Direct Pricing
511,Shrewton Store,GROUP 1 WINTER,Skyfall,100.00,0.00,100.00,,Members Choice
511,Shrewton Store,GROUP 1 WINTER,Crusoe,140.00,215.90,-75.90,,Members Choice
511,Shrewton Store,GROUP 1 WINTER,Crusoe,60.00,0.00,60.00,,SS Long Pool
511,Shrewton Store,GROUP 4 HARD,Dunston,47.00,29.08,17.92,,Members Choice
511,,FEED WHEAT,,0.00,29.70,-29.70,,
530,Shrewton Store,GROUP 1 SPRING,Mulika,70.00,57.94,12.06,,SS Long Pool
530,Shrewton Store,GROUP 1 WINTER,Crusoe,230.00,241.22,-11.22,,SS Long Pool
546,Shrewton Store,FEED WHEAT,Triticali/Agostino,340.00,289.42,50.58,,SS Long Pool
546,Shrewton Store,OILSEED RAPE,Mxd OSR,60.00,0.00,60.00,,SS Long Pool
546,,FEED WHEAT,,0.00,28.80,-28.80,,
520,Shrewton Store,MALTING BARLEY SP,Propino,30.00,0.00,30.00,,SS Long Pool
520,Shrewton Store,GROUP 1 WINTER,Skyfall,240.00,118.70,121.30,,SS Long Pool
520,Shrewton Store,GROUP 4 HARD,Graham,130.00,387.66,-257.66,,SS Long Pool
627,Shrewton Store,GROUP 2 WINTER,Siskin,308.00,354.28,-46.28,,SS Long Pool
627,Shrewton Store,GROUP 1 WINTER,Crusoe,274.00,271.12,2.88,,SS Long Pool
627,Shrewton Store,OILSEED RAPE,Mxd OSR,53.00,76.70,-23.70,,SS Long Pool
627,Shrewton Store,OILSEED RAPE,Mxd OSR,53.00,29.70,23.30,,Members Choice
627,Shrewton Store,NAKED OATS,Lennon(Naked),123.00,83.24,39.76,,Members Choice
641,Shrewton Store,MALTING BARLEY W,Venture,520.00,520.86,-0.86,,SS Direct Pricing
647,Shrewton Store,MALTING BARLEY SP,Propino,180.00,170.12,9.88,,SS Long Pool
552,Shrewton Store,GROUP 2 WINTER,Cordialle,278.00,323.42,-45.42,,SS Long Pool
552,Shrewton Store,GROUP 1 WINTER,Crusoe,390.00,447.04,-57.04,,SS Long Pool
552,Shrewton Store,OILSEED RAPE,Mxd OSR,71.00,142.70,-71.70,,SS Long Pool
552,Shrewton Store,OILSEED RAPE,Mxd OSR,71.00,0.00,71.00,,Members Choice
552,Shrewton Store,NAKED OATS,Grafton(Naked),150.00,137.62,12.38,,Members Choice
552,,FEED BARLEY,,0.00,11.84,-11.84,,
571,Shrewton Store,FEED BARLEY,Belfry,85.92,283.58,-197.66,,SS Long Pool
571,Shrewton Store,FEED BARLEY,Belfry,148.16,0.00,148.16,,SS Long Pool
571,Shrewton Store,GROUP 4 HARD,JB Diego,368.32,806.42,-438.10,,SS Long Pool
571,Shrewton Store,GROUP 4 HARD,JB Diego,454.08,0.00,454.08,,SS Long Pool
571,Shrewton Store,GROUP 4 HARD,Graham,138.57,85.56,53.01,,SS Long Pool
571,Shrewton Store,GROUP 1 WINTER,Zyatt,623.08,628.88,-5.80,,Members Choice
571,Shrewton Store,GROUP 1 WINTER,Skyfall,546.49,506.84,39.65,,Members Choice
571,Shrewton Store,OILSEED RAPE,Mxd OSR,156.73,171.04,-14.31,,Members Choice
625,Membury Store,MALTING BARLEY SP,Propino,666.00,472.90,193.10,,SS Long Pool
625,Membury Store,OILSEED RAPE,Mxd OSR,87.00,251.38,-164.38,,SS Long Pool
625,Membury Store,OILSEED RAPE,Mxd OSR,87.00,0.00,87.00,,SS Direct Pricing
625,Membury Store,OILSEED RAPE,Mxd OSR,112.00,0.00,112.00,,Members Choice
635,Shrewton Store,MALTING BARLEY SP,Irina,320.00,314.04,5.96,,SS Long Pool
635,Shrewton Store,OATS WINTER,Mascani,100.00,0.00,100.00,,Members Choice
635,,OATS SPRING,,0.00,97.22,-97.22,,
656,Shrewton Store,MALTING BARLEY SP,Planet,90.00,81.16,8.84,,SS Long Pool
548,Shrewton Store,MALTING BARLEY SP,Propino,150.00,0.00,150.00,,SS Long Pool
548,Shrewton Store,OILSEED RAPE,Mxd OSR,150.00,223.60,-73.60,,SS Long Pool
668,Shrewton Store,MALTING BARLEY SP,Propino,165.00,0.00,165.00,,SS Long Pool
668,Shrewton Store,OILSEED RAPE,Mxd OSR,34.00,0.00,34.00,,SS Long Pool
668,Shrewton Store,OILSEED RAPE,Mxd OSR,34.00,68.64,-34.64,,Members Choice
668,,FEED BARLEY,,0.00,88.84,-88.84,,
570,Shrewton Store,GROUP 2 WINTER,Lili,202.00,205.98,-3.98,,SS Long Pool
570,Shrewton Store,NAKED OATS,Grafton(Naked),104.00,0.00,104.00,,Members Choice
570,,OATS WINTER,,0.00,113.98,-113.98,,
558,Shrewton Store,FEED BARLEY,Belfry,110.00,148.40,-38.40,,SS Long Pool
558,Shrewton Store,GROUP 1 WINTER,Skyfall,280.00,247.28,32.72,,SS Long Pool
558,Shrewton Store,OILSEED RAPE,Mxd OSR,60.00,64.82,-4.82,,SS Long Pool
564,Shrewton Store,MALTING BARLEY SP,Propino,58.00,59.44,-1.44,,Members Choice
564,Shrewton Store,GROUP 1 WINTER,Crusoe,750.00,696.86,53.14,,SS Long Pool
564,Shrewton Store,OILSEED RAPE,Mxd OSR,108.00,0.00,108.00,,SS Long Pool
564,Shrewton Store,OILSEED RAPE,Mxd OSR,107.00,214.24,-107.24,,Members Choice
564,Shrewton Store,NAKED OATS,Grafton(Naked),275.00,282.82,-7.82,,Members Choice
581,Shrewton Store,GROUP 2 WINTER,Lili,81.00,89.12,-8.12,,SS Long Pool
581,Shrewton Store,NAKED OATS,Grafton(Naked),76.00,59.72,16.28,,Members Choice
648,Shrewton Store,MALTING BARLEY SP,Laureate,200.00,183.32,16.68,,SS Direct Pricing
648,Shrewton Store,GROUP 1 WINTER,Skyfall,100.00,116.68,-16.68,,SS Direct Pricing
664,Shrewton Store,NAKED OATS,Lennon(Naked),132.00,87.46,44.54,,Members Choice
577,Shrewton Store,OILSEED RAPE,Mxd OSR,34.00,0.00,34.00,,SS Long Pool
577,Shrewton Store,OILSEED RAPE,Mxd OSR,116.00,122.32,-6.32,,Members Choice
577,,GROUP 1 WINTER,,0.00,32.30,-32.30,,
538,Micheldever Store,MALTING BARLEY SP,Planet,210.00,0.00,210.00,,SS Long Pool
538,Micheldever Store,MALTING BARLEY SP,Planet,260.00,0.00,260.00,,CMG
538,,OILSEED RAPE,,0.00,32.60,-32.60,,
542,Shrewton Store,MALTING BARLEY SP,Planet,600.00,503.58,96.42,,SS Long Pool
542,Shrewton Store,GROUP 1 WINTER,Crusoe,200.00,0.00,200.00,,SS Long Pool
542,Shrewton Store,GROUP 1 WINTER,Skyfall,200.00,176.72,23.28,,SS Long Pool
622,Shrewton Store,MALTING BARLEY SP,Propino,85.00,58.86,26.14,,SS Long Pool
622,,OATS SPRING,,0.00,42.04,-42.04,,
547,Shrewton Store,GROUP 1 WINTER,Crusoe,298.00,291.48,6.52,,SS Long Pool
547,Shrewton Store,GROUP 1 WINTER,Zyatt,277.00,280.14,-3.14,,SS Long Pool
547,Shrewton Store,GROUP 2 WINTER,Lili,444.00,502.24,-58.24,,SS Long Pool
547,Shrewton Store,OILSEED RAPE,Mxd OSR,62.00,143.62,-81.62,,SS Long Pool
547,Shrewton Store,OILSEED RAPE,Mxd OSR,61.00,0.00,61.00,,Members Choice
547,Shrewton Store,NAKED OATS,Lennon(Naked),119.00,0.00,119.00,,Members Choice
547,,OATS WINTER,,0.00,77.62,-77.62,,
513,Shrewton Store,MALTING BARLEY SP,Propino,500.00,492.10,7.90,,SS Long Pool
513,Shrewton Store,GROUP 1 WINTER,Crusoe,200.00,235.46,-35.46,,SS Long Pool
513,Shrewton Store,OILSEED RAPE,Mxd OSR,200.00,214.76,-14.76,,SS Long Pool
634,Shrewton Store,MALTING BARLEY SP,Planet,200.00,182.20,17.80,,SS Long Pool
634,Shrewton Store,GROUP 2 WINTER,Siskin,250.00,296.74,-46.74,,SS Long Pool
515,Shrewton Store,MALTING BARLEY SP,Propino,375.00,332.60,42.40,,SS Long Pool
515,Shrewton Store,MALTING BARLEY SP,Planet,375.00,372.78,2.22,,SS Long Pool
515,Shrewton Store,GROUP 1 WINTER,Skyfall,650.00,291.38,358.62,,Members Choice
591,Shrewton Store,MALTING BARLEY SP,Propino,100.00,87.26,12.74,,SS Long Pool
565,A & M Turney,WARBURTONS,Crusoe,87.00,144.74,-57.74,,SS Long Pool
565,A & M Turney,WARBURTONS,Crusoe,58.00,0.00,58.00,,SS Direct Pricing
565,Shrewton Store,GROUP 1 WINTER,Crusoe,174.00,297.94,-123.94,,SS Long Pool
565,Shrewton Store,GROUP 1 WINTER,Crusoe,116.00,0.00,116.00,,SS Direct Pricing
565,Shrewton Store,OILSEED RAPE,Mxd OSR,58.00,47.94,10.06,,SS Long Pool
565,Shrewton Store,BEANS SPRING,Lynx,116.00,105.12,10.88,,SS Long Pool
662,Shrewton Store,GROUP 4 SOFT,Revelation,200.00,118.10,81.90,,SS Direct Pricing
662,Shrewton Store,FEED BARLEY,Cassia,3.00,1.44,1.56,,SS Long Pool
575,Shrewton Store,FEED BARLEY,Bazooka,29.00,24.22,4.78,,SS Long Pool
575,Shrewton Store,GROUP 1 WINTER,Skyfall,31.00,0.00,31.00,,SS Long Pool
637,Shrewton Store,GROUP 1 WINTER,Skyfall,200.00,148.70,51.30,,SS Long Pool
615,Shrewton Store,OATS WINTER,Mascani,300.00,0.00,300.00,,Members Choice
567,Membury Store,FEED BARLEY,Glacier,240.00,252.94,-12.94,,SS Long Pool
567,Membury Store,GROUP 3 SOFT,Basset,445.00,465.60,-20.60,,SS Long Pool
567,Shrewton Store,GROUP 2 WINTER,Lili,380.00,339.46,40.54,,SS Long Pool
567,Membury Store,GROUP 1 WINTER,Skyfall,710.00,621.08,88.92,,SS Long Pool
567,Membury Store,OILSEED RAPE,Mxd OSR,310.00,246.10,63.90,,SS Long Pool
567,Membury Store,FEED BARLEY,Glacier,100.00,0.00,100.00,,SS Long Pool
657,Shrewton Store,GROUP 4 HARD,Graham,460.00,423.40,36.60,,Members Choice
657,Shrewton Store,OATS WINTER,Mascani,240.00,281.58,-41.58,,Members Choice
543,Shrewton Store,FEED BARLEY,Belfry,200.00,211.20,-11.20,,SS Long Pool
543,Shrewton Store,MALTING BARLEY SP,Propino,305.00,237.60,67.40,,SS Long Pool
543,Shrewton Store,GROUP 1 WINTER,Zyatt,105.00,87.78,17.22,,SS Long Pool
543,Shrewton Store,GROUP 1 WINTER,Skyfall,75.00,13.32,61.68,,SS Long Pool
543,Shrewton Store,OILSEED RAPE,Mxd OSR,80.00,64.56,15.44,,SS Long Pool
543,Shrewton Store,BEANS SPRING,Fanfare,75.00,40.06,34.94,,SS Long Pool
543,Shrewton Store,OATS WINTER,Mascani,110.00,108.96,1.04,,SS Long Pool
543,,MALTING BARLEY SP,,0.00,9.58,-9.58,,
551,Shrewton Store,GROUP 2 WINTER,Siskin,697.00,759.72,-62.72,,SS Long Pool
551,Shrewton Store,GROUP 1 WINTER,Crusoe,477.00,473.00,4.00,,SS Long Pool
551,Shrewton Store,OILSEED RAPE,Mxd OSR,98.00,148.36,-50.36,,SS Long Pool
551,Shrewton Store,OILSEED RAPE,Mxd OSR,98.00,59.16,38.84,,Members Choice
551,Shrewton Store,NAKED OATS,Grafton(Naked),261.00,328.66,-67.66,,Members Choice
578,Shrewton Store,OILSEED RAPE,Mxd OSR,250.00,259.00,-9.00,,SS Direct Pricing
628,Shrewton Store,GROUP 3 SOFT,Barrel,410.00,381.86,28.14,,Members Choice
628,Membury Store,OILSEED RAPE,Mxd OSR,640.00,495.96,144.04,,Members Choice
516,Shrewton Store,MALTING BARLEY SP,Propino,109.00,88.06,20.94,,SS Long Pool
516,Shrewton Store,MALTING BARLEY SP,Irina,467.00,376.24,90.76,,SS Long Pool
516,Shrewton Store,GROUP 1 WINTER,Skyfall,334.00,326.14,7.86,,SS Long Pool
516,Shrewton Store,GROUP 1 WINTER,Trinity,315.00,323.94,-8.94,,SS Long Pool
